LGA_NAME,geometry
melbourne,"POLYGON ((144.961704079343 -37.82811070540353, 144.9228951280453 -37.82848779275655, 144.91698696300986 -37.84751573447161, 144.90232667265644 -37.846620170467226, 144.9165101894503 -37.79805776713269, 144.90263075976898 -37.789649053134944, 144.9614787678023 -37.778182304078534, 144.97319408454229 -37.807909684063866, 144.99133655218273 -37.80984381931731, 144.98420722898064 -37.85065421808222, 144.961704079343 -37.82811070540353))"
melton,"POLYGON ((144.5151293367118 -37.698412206488634, 144.52259512529966 -37.60452531640261, 144.5560496246015 -37.556274168330724, 144.6723857073373 -37.56778092418622, 144.75834028144612 -37.681019891677416, 144.75176593695565 -37.7056090703864, 144.76815456968947 -37.70961588751771, 144.75088242989 -37.81040558497641, 144.58893176888634 -37.793132957994935, 144.57739673846288 -37.806608790307834, 144.47768427551253 -37.78100102251235, 144.490580987203 -37.7056727819022, 144.5151293367118 -37.698412206488634))"
merri-bek,"POLYGON ((144.93679649202804 -37.760218614281484, 144.92476263348922 -37.729005559266795, 144.8862323734536 -37.70773599851038, 144.90459711076804 -37.6939075936745, 144.97872333290795 -37.69432397473673, 144.98852418230703 -37.77639384291727, 144.93708537907682 -37.77777376441012, 144.93679649202804 -37.760218614281484))"
mildura,"POLYGON ((141.55706113052324 -34.19660990567813, 141.60473608572107 -34.18987246421714, 141.5894156670135 -34.17793547730748, 141.60083071683135 -34.15792207779502, 141.58374791990616 -34.15216037683069, 141.6185448632412 -34.156273826746116, 141.6118248466293 -34.139010048267416, 141.62974805847603 -34.1441408662753, 141.63344743473405 -34.12093519932371, 141.70491377677737 -34.09567472305568, 141.7202947719268 -34.114576581022085, 141.73003530831173 -34.09087508939941, 141.7618436709161 -34.09752544818854, 141.75695597650895 -34.11208275901612, 141.77790346812122 -34.1017631440993, 141.7768959150751 -34.11686404214349, 141.87643271518982 -34.137367504773835, 141.90070051657275 -34.11119104194705, 141.92259997095067 -34.11455862518603, 141.9330002914535 -34.13823843192092, 141.9450114171257 -34.11946491646568, 141.97044399489116 -34.136094932993444, 141.97824306859334 -34.11260372427365, 142.02225539483854 -34.12521830081857, 142.01313989781443 -34.105684570178994, 142.03747903759347 -34.09950239850192, 142.02958738364288 -34.12612633823543, 142.07564243616574 -34.13140735085625, 142.06535557418005 -34.15059824340468, 142.08278034764348 -34.17353320753614, 142.11962790288368 -34.17490338162164, 142.12012012928025 -34.156879604530346, 142.14829767963343 -34.14870678906804, 142.1666766483799 -34.15407734614353, 142.167299354875 -34.1834759333731, 142.22032379989807 -34.181652782369596, 142.24411772083826 -34.210918096916856, 142.23214347898752 -34.255624780530454, 142.24899872661905 -34.265042887552326, 142.24896254095364 -34.285254448683624, 142.23530603230265 -34.30645707204579, 142.28616581029235 -34.296569856880765, 142.29897140756017 -34.30574332767323, 142.28414913309842 -34.326755799964666, 142.3974742895955 -34.339278083547406, 142.38975656881735 -34.36278607325808, 142.36395848792222 -34.36127323476447, 142.3783253404457 -34.36439375261092, 142.37366953914164 -34.388570822502544, 142.35084788901415 -34.39636158424277, 142.367872076102 -34.43559343247896, 142.35333939750694 -34.469568438867654, 142.3840944300388 -34.47797243369078, 142.35966776009536 -34.498590835421936, 142.39463442711093 -34.49339261439898, 142.37508617030522 -34.51526873641776, 142.40050545369766 -34.523166934932895, 142.367625708247 -34.52975698508402, 142.390547372066 -34.54905909352945, 142.40565432135676 -34.54148902535001, 142.40885303955162 -34.56889685571441, 142.42582312648426 -34.562134946648996, 142.4549346500654 -34.584556168478436, 142.44876135313442 -34.55959842795751, 142.4679721897537 -34.5642835090998, 142.46826334259111 -34.612918835436005, 142.45235483434072 -34.63332220264925, 142.4836480512025 -34.636423130481546, 142.47411695369362 -34.67171335516066, 142.51646131780146 -34.66332991756243, 142.49727081167077 -34.67654345153475, 142.5136715517785 -34.69220529258965, 142.49974720202303 -34.70312658385267, 142.5194219999766 -34.70281678299334, 142.49962740600407 -34.73880866207939, 142.5185522425737 -34.75604708829139, 142.51861716134832 -34.86390172400025, 142.6354070049865 -34.864050687818, 142.64122095735274 -34.883981135289076, 142.69736783627354 -34.88692243460702, 142.69721722350334 -35.11456167208222, 142.7429351412126 -35.11505075878159, 142.73453579629182 -35.197905785824055, 142.6112531952348 -35.19410106855244, 142.61763425251894 -35.30557747264828, 142.28942496025957 -35.290850677557145, 142.1951108084654 -35.31313645432504, 142.1812903760986 -35.33184346466095, 142.19906644539728 -35.35372579881138, 142.17902541359007 -35.35398815167511, 142.17364905160366 -35.375861569510974, 142.2068381959785 -35.45007577987321, 142.16852406016747 -35.449843848696204, 142.16685688001456 -35.478430287785336, 141.99749201158318 -35.46344195814656, 141.99748747565647 -35.49842231837065, 141.49946566815638 -35.498498205001994, 141.49971045589086 -35.748532567606794, 140.963110223677 -35.74852113426678, 140.96332278800747 -33.98141043289074, 140.98846924242406 -34.031561681518745, 140.9983741397549 -34.02019643495647, 141.0123144372882 -34.024642235707354, 141.00177599580468 -34.03933964725815, 141.02326458598932 -34.05968734150485, 141.03434022308582 -34.03572208692209, 141.04246649093977 -34.06108949851041, 141.0656590472219 -34.04992660864265, 141.08837199675776 -34.07628348799839, 141.0947731927198 -34.050463320162635, 141.1203425077163 -34.064853031591866, 141.15307283348014 -34.05452070323657, 141.15367535230095 -34.08210505644929, 141.17460764875668 -34.073312684489224, 141.18623458655887 -34.09196294522219, 141.20591291483862 -34.06170879605801, 141.2283823804844 -34.073683767319935, 141.24210928929122 -34.06172662796525, 141.24254853827307 -34.08732773715665, 141.2595711253652 -34.07812052899498, 141.31745710386363 -34.11240020228585, 141.3249423616898 -34.13876982485651, 141.35965780751025 -34.11081170451921, 141.3881233052983 -34.13471783719403, 141.4082542367388 -34.12784293022425, 141.4074097444346 -34.146388034300955, 141.43390720340318 -34.14589134871569, 141.44454505405398 -34.168002889431094, 141.49804230273813 -34.15637088222887, 141.51874995764328 -34.180896483505826, 141.50860925546604 -34.2159559961895, 141.53386982498972 -34.21068276351737, 141.53315221459437 -34.1915759643531, 141.55706113052324 -34.19660990567813))"
mitchell,"POLYGON ((145.26599392125945 -37.375644861564055, 145.26561615554712 -37.41934775781212, 145.23627108575698 -37.43585325087579, 145.22228359313723 -37.4725835691349, 145.18557147155911 -37.44379540840958, 145.18650569675674 -37.42214741333858, 145.15456478122374 -37.41286705407061, 145.1413024838211 -37.42823684125065, 145.111075182861 -37.4017372119988, 145.06778036327225 -37.43860815624895, 145.07298513107938 -37.450644085682285, 145.00010498445783 -37.442288091627795, 144.98990467096704 -37.50017562629148, 145.0072321827796 -37.50216318849052, 144.99193362397918 -37.51537681752535, 144.8810534444077 -37.50243174987933, 144.90512456393648 -37.46828890130402, 144.89177246701928 -37.46088019034882, 144.8951216403511 -37.424392700348506, 144.91785853163532 -37.34800159741836, 144.84932114705992 -37.32239812959696, 144.8558095318717 -37.28556622280624, 144.82522823024547 -37.28401652472234, 144.82888996677107 -37.23547753866564, 144.81227030987617 -37.21395209840448, 144.70381745541462 -37.212945116079354, 144.71613038778617 -37.2085282988801, 144.7101732949293 -37.15971494317227, 144.7264335941754 -37.1596709372666, 144.73518839318035 -37.12647879464746, 144.71536852928313 -37.10032345414793, 144.53498733472006 -37.111037794141815, 144.55056851901077 -37.053888909819605, 144.54113256954955 -37.01583038895123, 144.63221209161125 -37.001992404945426, 144.65048305114777 -37.01524219325314, 144.6884505931872 -37.01096104177418, 144.688224332939 -36.994555335655384, 144.71827036294943 -36.97470193655051, 144.7965789547238 -36.96552621377604, 144.82239194829793 -36.89969585210636, 144.8814700219068 -36.866223325902865, 144.9440278733828 -36.857136140105595, 144.93325022647497 -36.835473069232904, 144.9870138974093 -36.83611671290887, 145.0870436711819 -36.86890579698048, 145.12131232776682 -36.89396253050036, 145.1269060837378 -36.941548842188176, 145.2098695085153 -36.944325384943085, 145.2347903210386 -36.90992937545358, 145.2642509891388 -36.94666297273394, 145.29233736383267 -36.95215989472379, 145.28616601032653 -36.99414462456035, 145.30421341491592 -37.01608483595694, 145.34648169160494 -36.98113574868555, 145.36097057789516 -36.99288527977313, 145.37290840780523 -36.975275330496636, 145.40074279241117 -36.98190877248854, 145.42595715629392 -36.999185064367225, 145.4299280052017 -37.02139573178698, 145.39280321201153 -37.04369301432396, 145.39273610946816 -37.076273198525676, 145.35285531045437 -37.10136331489296, 145.28850591748673 -37.09973667039207, 145.27874482943665 -37.143003072985884, 145.2298677917245 -37.13352790952837, 145.24125956512512 -37.17664037959161, 145.16399736000943 -37.215473199481835, 145.17701219859765 -37.235846554510495, 145.1630065264542 -37.27761531480462, 145.18071259787536 -37.264414708946504, 145.19539010616063 -37.294106261149764, 145.25186575837816 -37.30494032113708, 145.26198484396045 -37.329673468996255, 145.2793046607181 -37.33236939921848, 145.2713749021714 -37.36805338889078, 145.25651327471562 -37.36795415485634, 145.26599392125945 -37.375644861564055))"
moira,"POLYGON ((146.21053866451155 -36.11527584501243, 146.20610703400823 -36.12621950475855, 146.24210016729796 -36.134192467453616, 146.23662500187518 -36.19063763741858, 146.13106133944578 -36.18653876965699, 146.13143046175568 -36.255108580129345, 146.03690911713383 -36.25505015324127, 146.0309438532344 -36.298995493092704, 145.6316162883811 -36.29901484640567, 145.63152964420578 -36.19914838675331, 145.26025664966662 -36.199310766668994, 145.23765854701816 -36.16459458587507, 145.22302542278325 -36.17045722489781, 145.22757782929276 -36.15859706513683, 145.19435982667804 -36.15883144383649, 145.18255288385322 -36.1849445991882, 145.1728567174896 -36.16540376139132, 145.13793916437274 -36.15403240890612, 145.12797496295545 -36.18302161840615, 145.09107493162102 -36.15773194570108, 145.0619447349649 -36.17117043378533, 145.0283597528405 -36.14816520133227, 145.01566839352242 -36.16147735054862, 144.99578742159224 -36.115045768887704, 144.98171070263717 -36.12705154800268, 144.95973275832165 -36.10675602637024, 144.93905235094962 -36.11388758500548, 144.90424307033132 -36.07794076240239, 144.89320249052835 -36.093433171751634, 144.85242180750194 -36.0901717489613, 144.84838314618995 -36.109300478811015, 144.83000692984825 -36.102836607523926, 144.86304416895322 -36.05928911948234, 144.93230158689667 -36.06702713424236, 144.9494943524486 -36.08300069551796, 144.98666595831142 -36.06461379793769, 144.96191176714692 -36.01811181594541, 144.92367415635252 -35.989011103149465, 144.93095203727853 -35.96859675351295, 144.95756051376517 -35.96089551527754, 144.94888445818313 -35.93168419449607, 144.97509182888413 -35.883843195974414, 144.97102392190777 -35.86088310554731, 145.1276038708661 -35.82055808602927, 145.1359417481181 -35.83408626669236, 145.15891995476352 -35.83079532825689, 145.1534733143861 -35.842834517959176, 145.24627632076255 -35.83032656430304, 145.2582303467114 -35.85064407526567, 145.30937733737164 -35.861210248893386, 145.32437717606658 -35.850675959870465, 145.35575876929403 -35.867038952167924, 145.41032864243968 -35.84883569586845, 145.41271329398467 -35.83059991591667, 145.4625886463671 -35.82689092939421, 145.46787616692677 -35.81360551967932, 145.47774704627975 -35.804770530316055, 145.52146438777282 -35.8188267734883, 145.53550010731308 -35.80198407436893, 145.53909540460583 -35.82200119475359, 145.56240260182383 -35.81301653634207, 145.55723690113595 -35.827244226069745, 145.59315272305048 -35.84897682875356, 145.60049258913017 -35.874608199441006, 145.62623757629098 -35.862488041187994, 145.61537829674535 -35.87453614049607, 145.67899698194063 -35.91714014529544, 145.67370160185493 -35.925857504975305, 145.69778165852324 -35.920803536657544, 145.69720366693102 -35.93644395671836, 145.72599312170007 -35.941960178808024, 145.71668204227868 -35.950492508199076, 145.77833466130699 -35.96010854266886, 145.808845263041 -35.99097639505684, 145.85915558668145 -35.97488759856607, 145.85466956907092 -35.95957322814352, 145.90282555208938 -35.952502971565515, 145.90299881027508 -35.96887553168484, 145.92778429572587 -35.97398360350691, 145.94518654426798 -35.96169476468412, 145.95428026276343 -35.96206902534411, 145.94566919175875 -35.98391874486403, 145.97207901401637 -36.015734676982234, 146.05160981348374 -35.994957112617755, 146.06143261962754 -36.01559181346698, 146.09378659381557 -36.02100728585874, 146.09003388561453 -36.01019309551464, 146.1121678724618 -36.00645758710444, 146.11955760000959 -36.01786919771829, 146.1345149893006 -36.002501928710394, 146.132842537639 -36.01994883870208, 146.17354244114054 -36.01942225167547, 146.17880810680236 -36.050855482266236, 146.2001726337383 -36.04742832380967, 146.21053866451155 -36.11527584501243))"
monash,"POLYGON ((145.20529875863852 -37.92246100175845, 145.22006134216878 -37.939630719888925, 145.08248153386234 -37.92398463628181, 145.07818840964987 -37.88713860475825, 145.08823178426366 -37.89296317748575, 145.0951169004102 -37.853336272714486, 145.19571643963087 -37.865158078739086, 145.20529875863852 -37.92246100175845))"
moonee valley,"POLYGON ((144.86645450793904 -37.772115390565254, 144.8521772903491 -37.77273336959934, 144.84613114712852 -37.74737481103163, 144.8981538542298 -37.70923021833098, 144.9346305001713 -37.7438844820323, 144.94038554343635 -37.787631191696505, 144.90263075976898 -37.789649053134944, 144.90181927249816 -37.76570316293116, 144.88478568650893 -37.75590757171105, 144.86645450793904 -37.772115390565254))"
moorabool,"POLYGON ((144.12475528416198 -37.79827981145538, 144.06022102767193 -37.79577321125975, 144.0545918459055 -37.83227797712079, 143.95803902025773 -37.827502755871336, 143.8834667383046 -37.778076265789416, 143.90341571750542 -37.75168085690263, 143.88291253599272 -37.71304340735321, 143.93814888978312 -37.70910434686523, 143.94862095361964 -37.67311267131486, 143.91387492895777 -37.660256072008046, 143.9357288681603 -37.65042966634768, 143.91435648739724 -37.64522022294598, 143.89584280041976 -37.60753970252822, 143.90479869141095 -37.58237750094548, 143.95075461373847 -37.55984196775109, 143.93193430649765 -37.53507666839047, 143.9379447406146 -37.4741520203979, 144.03857096005513 -37.48612082394564, 144.04252920764063 -37.46380646506249, 144.07856429454924 -37.46268138238437, 144.10736919104934 -37.42875109803878, 144.19450320597062 -37.41020259958686, 144.29117805962196 -37.436868795073245, 144.31767816061708 -37.402503539598236, 144.34611795132412 -37.41617211555316, 144.3469246425256 -37.43221815370627, 144.42520685720908 -37.45984965804247, 144.47047369467137 -37.42878251984634, 144.4576775327631 -37.54477696172067, 144.55623134429533 -37.5588871183591, 144.52259512529966 -37.60452531640261, 144.5193117241499 -37.70635507381605, 144.490580987203 -37.7056727819022, 144.46697025624562 -37.83918540216113, 144.44896965159967 -37.83712757895537, 144.4441828616034 -37.86400151280416, 144.42181424433952 -37.84657358221634, 144.40636387582734 -37.80092077191325, 144.39912487658754 -37.81521967352341, 144.361683749574 -37.81078733002646, 144.35433503928448 -37.84489079675286, 144.33193204304817 -37.84626979528709, 144.26375316154807 -37.81164859359959, 144.12475528416198 -37.79827981145538))"
mornington peninsula,"POLYGON ((145.21240975160185 -38.378988390061814, 145.19531878021422 -38.36481449578965, 145.18396764513395 -38.37456360306266, 145.21615332637643 -38.38400956635235, 145.23476943723318 -38.40937562380033, 145.1306899747314 -38.39106437947842, 145.04463106339057 -38.432503308803376, 145.03127186870393 -38.48706877621858, 144.8879344268109 -38.49992127649771, 144.88669615955865 -38.4769863822738, 144.8375175835124 -38.42964786864308, 144.74195039076636 -38.35384137871426, 144.6918303002459 -38.329983215192385, 144.66195846449716 -38.3119122850747, 144.65121395844406 -38.302261025294655, 144.73414995055072 -38.32255917199713, 144.7662911122411 -38.35574569436929, 144.8156950680447 -38.368863238792414, 144.91959739365032 -38.35036125574289, 144.98887746614707 -38.31619651926825, 144.9828359223985 -38.29639942373345, 145.02550848360298 -38.253410322394735, 145.03238296689227 -38.21260825561627, 145.0979134838844 -38.162576443816334, 145.12875615830865 -38.20006627717432, 145.15929218597103 -38.18172920917184, 145.25469522051333 -38.22367209004728, 145.26176416311594 -38.242920982657374, 145.2218365019341 -38.28067024211376, 145.2241014916749 -38.315188441482704, 145.2038767750042 -38.29946801898278, 145.19556235511143 -38.30270168542608, 145.1975691263789 -38.332944059750524, 145.22708610565863 -38.34635840688093, 145.21240975160185 -38.378988390061814))"
mount alexander,"POLYGON ((144.0675743370654 -37.18029295391213, 144.06245323068697 -37.25205880402994, 144.0390543728319 -37.27040354263346, 143.9558877124864 -37.21632590694319, 143.96459630258212 -37.10078811677923, 144.01655521716083 -37.066828799908414, 143.97509626792439 -37.02956212700691, 143.89571873198668 -37.02347761188118, 143.89947526363397 -37.000505401977136, 143.88229945674124 -36.99851217086695, 143.88419539761813 -36.98644466091226, 143.8305045412773 -36.98070436245239, 143.85996360537962 -36.949510099133484, 143.84693192973614 -36.927740338165826, 143.89180743672713 -36.88159733073917, 144.22832417890362 -36.92237989073539, 144.2405202919897 -36.95056303370974, 144.29761573969628 -36.95704414148826, 144.30037031069526 -36.94266836957827, 144.3960936142614 -36.955305733955505, 144.41195371486154 -36.92335945480092, 144.50625142056862 -36.97586339537907, 144.49266223816102 -37.050452690946855, 144.5452818468971 -37.063608065528676, 144.5272796891484 -37.17728850404532, 144.3677043693348 -37.15729871835488, 144.37441892957182 -37.17305964889623, 144.29217984854648 -37.16342560742963, 144.276363017589 -37.20884367767774, 144.18533578348902 -37.195213484646736, 144.19045556656295 -37.16626156379885, 144.07427949922567 -37.14758264414082, 144.0675743370654 -37.18029295391213))"
mount baw baw,"POLYGON ((146.24156271718255 -37.85054058236397, 146.2355940945782 -37.85596392995878, 146.2317506571425 -37.848261867628054, 146.27830406288672 -37.833099567960915, 146.24156271718255 -37.85054058236397))"
mount buller alpine resor,"POLYGON ((146.46042443792862 -37.12997555001678, 146.491940390771 -37.14606372246714, 146.47915407108164 -37.161842910614496, 146.43202316667634 -37.16460897012476, 146.41391850379645 -37.14667397366577, 146.43963019264646 -37.11937242840232, 146.42328837527796 -37.12031408719385, 146.3958345811438 -37.10941141508658, 146.44315515255508 -37.11506265863699, 146.46042443792862 -37.12997555001678))"
mount hotham alpine resor,"POLYGON ((147.14840809626546 -37.00945514541675, 147.13819256893976 -36.98464957546899, 147.07443965662586 -37.0173185937661, 147.0611113221713 -36.99784269261639, 147.0969178376995 -37.00217417639918, 147.1501759041784 -36.957730111221416, 147.16709022739403 -36.99085838474087, 147.19145792770294 -36.98789306760664, 147.19806392854318 -37.021645247334504, 147.14840809626546 -37.00945514541675))"
mount stirling alpine resort,"POLYGON ((146.45474972959045 -37.12385912955551, 146.3958345811438 -37.10941141508658, 146.42560618717894 -37.100544987240134, 146.45876576017176 -37.11304698978552, 146.46605328050475 -37.099652850242684, 146.51389674017634 -37.1195333139363, 146.50998744235025 -37.10648287356135, 146.52521338011744 -37.10375140468083, 146.54120427577996 -37.11798402596653, 146.51851246881603 -37.12457043431303, 146.50296688828075 -37.151559733324554, 146.45474972959045 -37.12385912955551))"
moyne,"POLYGON ((142.17808896115238 -38.39209930549993, 142.14571190703677 -38.39148491465645, 141.97865959553886 -38.29835056867622, 141.86962028816862 -38.26428384838443, 141.86959488296216 -38.21070607606221, 141.85096061925918 -38.21114723102948, 141.8508687005661 -38.174235279803106, 141.86940796870402 -38.11306659046596, 141.81978332909492 -38.03931416826882, 141.8347375280221 -38.01010854692172, 141.81708163206565 -37.943284186540694, 141.82638416909714 -37.935577955009464, 141.96005221305523 -37.973191655680026, 142.0312279426724 -37.948229564523174, 142.13380589075183 -37.95655119736638, 142.21445054747326 -37.93451993381803, 142.41360897346757 -37.93222037224237, 142.40900662441996 -37.89815065476952, 142.4501404922876 -37.9184174362746, 142.46669236008137 -37.83491413472784, 142.5307057340615 -37.843025684502386, 142.5525437530895 -37.801315101523194, 142.67324581645622 -37.816547361697076, 142.66485292866525 -37.83007612628517, 142.70123495981485 -37.8349062194596, 142.75762598198733 -37.81274628265999, 142.83969223968654 -37.82212585259486, 142.84222995459297 -37.807851534659015, 142.8614115303598 -37.806438950794664, 142.87947483299996 -37.808434055885805, 142.87922595238254 -37.83644861204191, 143.00724648268707 -37.7655386512941, 143.01307087162226 -37.786895790776, 143.03526722916936 -37.79276394715182, 143.03145988375036 -37.8145111070548, 143.10582903187546 -37.83348659167403, 143.0793062206035 -37.863854705250894, 143.10140886489046 -37.88279719270696, 143.07378271341048 -37.88629626605324, 143.0977820641862 -37.907035126634796, 143.07414714723103 -37.92894189233544, 143.08314683986816 -37.94733617899294, 143.0518549248408 -37.9633307951955, 143.03657254376108 -37.99210852144672, 143.05049349905593 -38.00501750436687, 143.01342832165534 -38.045976558376736, 143.0261722902206 -38.05818974622017, 142.992252595163 -38.07959231130412, 143.0193831959026 -38.13598984928229, 142.8961248650319 -38.12309679079527, 142.89070606516833 -38.19421978690138, 142.84446750915438 -38.19681062015479, 142.81479273692605 -38.30665179804934, 142.88042833617817 -38.306748179965844, 142.84736412833348 -38.48070797503673, 142.89939993137526 -38.48682129318393, 142.85808669153528 -38.500032709792656, 142.83272661344128 -38.5379533005068, 142.86998966583076 -38.567757156909416, 142.87814374028528 -38.60971400964786, 142.79103074376997 -38.57108883322311, 142.60900763816258 -38.45018077174899, 142.62091466086213 -38.38860332107873, 142.57019885897105 -38.38860569810568, 142.5563642251903 -38.3596236481226, 142.5187959020022 -38.35888359192489, 142.509888705953 -38.31254414912748, 142.42893183529375 -38.31434164743501, 142.42237055904786 -38.37242259040344, 142.35392781241777 -38.35012998931645, 142.26040125382482 -38.36519385403587, 142.24521749867415 -38.39640606035413, 142.17808896115238 -38.39209930549993))"
murrindindi,"POLYGON ((146.12851928265687 -37.45313419258068, 146.15334655382412 -37.52780628586705, 146.18600528144313 -37.53481228630395, 145.88969715633286 -37.53224496173718, 145.88219004619398 -37.4919497929426, 145.87344752193027 -37.52502478952034, 145.82671670663925 -37.52746804317271, 145.80918977345507 -37.564378251145335, 145.73824910035282 -37.56658161007591, 145.73734735941426 -37.59397853218316, 145.6758575635576 -37.624183496983, 145.5998721731199 -37.566065849216436, 145.56260321747249 -37.59323124774531, 145.53353192636442 -37.55825407547, 145.48048628312353 -37.561270824745705, 145.46458783417077 -37.54037299349522, 145.43832513835594 -37.54322306366581, 145.41782133675576 -37.52619563911895, 145.34150887491737 -37.543579756882565, 145.29441817593903 -37.49857919231435, 145.25158407095972 -37.51059838040808, 145.25671684212153 -37.49196390064829, 145.22228359313723 -37.4725835691349, 145.23627108575698 -37.43585325087579, 145.26561615554712 -37.41934775781212, 145.25651327471562 -37.36795415485634, 145.2713749021714 -37.36805338889078, 145.2793046607181 -37.33236939921848, 145.26198484396045 -37.329673468996255, 145.25186575837816 -37.30494032113708, 145.19539010616063 -37.294106261149764, 145.18071259787536 -37.264414708946504, 145.1630065264542 -37.27761531480462, 145.17701219859765 -37.235846554510495, 145.16399736000943 -37.215473199481835, 145.24125956512512 -37.17664037959161, 145.2298677917245 -37.13352790952837, 145.27874482943665 -37.143003072985884, 145.28850591748673 -37.09973667039207, 145.37242271395144 -37.094054523215554, 145.37474697149923 -37.07627058426568, 145.39273610946816 -37.076273198525676, 145.39280321201153 -37.04369301432396, 145.4299280052017 -37.02139573178698, 145.42771024525402 -37.006014194533655, 145.48933091901628 -37.023242506977674, 145.49935640375287 -36.99203547848628, 145.5288711926037 -36.99382198958051, 145.53184853092196 -36.95903220456975, 145.5822580031814 -36.96170175215298, 145.62576117951429 -36.93792894808773, 145.65005613656106 -36.94596771686566, 145.6593929645155 -36.97748331573041, 145.68659028509865 -36.98524458471678, 145.68169283184943 -37.00393586048659, 145.69839909950292 -37.00884661370879, 145.70655003175736 -37.03928388748369, 145.75927868314017 -37.05511825735267, 145.81118978162948 -37.10691214240259, 145.8904581446901 -37.12118994819667, 145.88257509930003 -37.15423784083796, 145.85364409438012 -37.143505979686196, 145.87707935165307 -37.1682199275305, 145.84525019640023 -37.17373140527387, 145.8708114720279 -37.17428102711733, 145.87749002973572 -37.18464080766417, 145.86515581129996 -37.18923119680473, 145.8613510115694 -37.19254309655174, 145.9009583246967 -37.19422651941722, 145.96491245773214 -37.23111495627412, 145.9738795413204 -37.23903145597383, 145.96343421708355 -37.247870862273146, 145.9641090672764 -37.253986787360724, 145.97003477514204 -37.26397594985314, 145.97592680271728 -37.241301049136545, 146.00215286372665 -37.22861825995815, 146.01654896003885 -37.23968540807343, 146.0169633065129 -37.2788788833516, 146.0696005682664 -37.34320064858733, 146.05433712615758 -37.366803464624894, 146.12851928265687 -37.45313419258068))"
murrindindi,"POLYGON ((145.84950425265873 -37.52822392881624, 145.85928207504261 -37.518929289461695, 145.86876404515223 -37.530116510214874, 145.8573274068429 -37.53244191040583, 145.84950425265873 -37.52822392881624))"
nillumbik,"POLYGON ((145.11683929174507 -37.68790851518427, 145.0930613972303 -37.69360005258078, 145.0678447813453 -37.68663048980185, 145.1018468143988 -37.68731386014694, 145.0838615114838 -37.6691525347951, 145.10779715854588 -37.65821921637587, 145.10873217132868 -37.631217976272055, 145.13577632090548 -37.61988982906731, 145.14444482982583 -37.57028045035639, 145.17993719841806 -37.536475194599625, 145.2056152687008 -37.53931483539632, 145.1968523589081 -37.52372513669144, 145.23442954517333 -37.51723787225768, 145.23926954557177 -37.487742029409205, 145.25671684212153 -37.49196390064829, 145.25158407095972 -37.51059838040808, 145.29441817593903 -37.49857919231435, 145.3138356457478 -37.515549510774676, 145.3047358626078 -37.52191242917974, 145.3664176244763 -37.54511167163425, 145.35388440871336 -37.64389687537478, 145.31190506099395 -37.715844762890825, 145.2920220759141 -37.70237812842043, 145.27273366873578 -37.71604658116207, 145.27579184586537 -37.71008446133785, 145.26793597796907 -37.703307015748784, 145.23496546074404 -37.720725075564935, 145.24207781982616 -37.736059369154496, 145.13563280070827 -37.740841183810616, 145.12802881124102 -37.702289072045836, 145.14371057968546 -37.68260634200618, 145.11683929174507 -37.68790851518427))"
