ACCIDENT_NO,SEVERITY,LGA_NAME,LATITUDE,LONGITUDE
T20140013998,severe,hume,-37.66969,144.885356
T20140014057,severe,hume,-37.689322,144.92231
T20140014140,severe,whitehorse,-37.803405,145.169752
T20140014143,severe,port phillip,-37.86902,144.995467
T20140014146,severe,yarra,-37.784657,144.972688
T20140014147,severe,casey,-38.00998,145.309993
T20140014148,severe,boroondara,-37.813066,145.022971
T20140014843,severe,darebin,-37.749722,144.999223
T20140014156,severe,maribyrnong,-37.775032,144.881098
T20140014162,fatal,knox,-37.94499,145.229661
T20140014163,severe,cardinia,-38.055233,145.381601
T20140014175,severe,stonnington,-37.854704,144.99283
T20140014196,severe,knox,-37.884345,145.275814
